CustomerID,Recency,Frequency,Monetary,CustLocation
C1031823,119,2,838.75,MUMBAI
C1031890,62,2,2400.0,MUMBAI
C1031890,62,2,2400.0,MUMBAI
C1031947,108,2,750.4,MUMBAI
C1031953,118,1,300.0,MUMBAI
C1031955,1,1,430.0,MUMBAI
C1032013,119,1,1378.0,MUMBAI
C1032029,83,1,4125.0,MUMBAI
C1032061,107,2,1657.0,MUMBAI
C1032113,1,1,342.93,MUMBAI
C1032118,123,1,100.0,MUMBAI
C1032162,92,3,2372.0,MUMBAI
C1032162,92,3,2372.0,MUMBAI
C1032174,112,1,5000.0,MUMBAI
C1032180,62,1,4500.0,MUMBAI
C1032217,109,2,100.0,MUMBAI
C1032235,277,1,100.0,MUMBAI
C1032248,110,1,435.0,MUMBAI
C1032261,154,1,2250.0,MUMBAI
C1032267,124,1,2100.0,MUMBAI
C1032348,62,1,1180.0,MUMBAI
C1032366,105,1,268.0,MUMBAI
C1032416,108,2,1077.0,MUMBAI
C1032437,123,2,320.0,MUMBAI
C1032446,105,2,874.0,MUMBAI
C1032454,87,1,435.0,MUMBAI
C1032530,104,1,2500.0,MUMBAI
C1032533,88,2,899.0,MUMBAI
C1032537,108,1,670.0,MUMBAI
C1032539,108,2,785.0,MUMBAI
C1032553,115,2,1000.0,MUMBAI
C1032665,118,1,1342.09,MUMBAI
